d001.txt,Profil STMIK AKBA
d002.txt,Wisuda Sarjana STMIK AKBA
d003.txt,Sosialisasi Vaksinasi COVID-19 di Makassar
d004.txt,STMIK AKBA Selenggarakan Vaksinasi untuk Dosen
d005.txt,Makassar Menuju Kota Dunia
